Id,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,color
14675, C-MAX,2018,12899,Manual,6207,Petrol,145,49.6,1.0,yellow
14676, Galaxy,2016,14999,Manual,33883,Diesel,125,56.5,2.0,yellow
14677, C-MAX,2016,9770,Automatic,27589,Diesel,20,64.2,1.5,blue
14678, Grand C-MAX,2017,10249,Automatic,24449,Diesel,30,58.9,1.5,orange
14679, Fiesta,2016,11127,Manual,22292,Petrol,145,47.9,1.6,silver
14680, Edge,2017,16999,Manual,65853,Diesel,160,48.7,2.0,white
14681, Grand C-MAX,2016,10799,Manual,12249,Diesel,30,64.2,1.5,blue
14682, Grand C-MAX,2016,10699,Manual,39296,Diesel,30,64.2,1.5,red
14683, Focus,2018,13799,Manual,14082,Petrol,145,57.7,1.0,white
14684, Focus,2016,10185,Automatic,53717,Diesel,30,64.2,2.0,silver
14685, Focus,2017,16051,Manual,11035,Petrol,145,41.5,2.0,orange
14686, Focus,2016,10210,Manual,21018,Diesel,0,74.3,1.5,gray
14687, KA,2019,10998,Manual,7096,Petrol,145,43.5,1.2,black
14688, Kuga,2015,10599,Manual,39329,Petrol,165,45.6,1.5,blue
14689, Focus,2012,5299,Manual,69000,Petrol,145,47.9,1.6,gray
14690, Mondeo,2012,3499,Manual,124000,Diesel,30,65.7,1.6,yellow
14691, Focus,2012,5499,Manual,59000,Petrol,145,47.9,1.6,yellow
14692, Streetka,2005,1999,Manual,63000,Petrol,270,35.3,1.6,green
14693, KA,2012,3499,Manual,74000,Diesel,20,68.9,1.2,red
14694, Focus,2012,3899,Manual,126000,Diesel,125,56.5,2.0,white
14695, Kuga,2015,10495,Manual,42277,Diesel,125,60.1,2.0,green
14696, Fiesta,2015,7699,Manual,34263,Diesel,0,88.3,1.5,gray
14697, Mondeo,2015,11999,Automatic,55686,Hybrid,0,67.3,2.0,green
14698, Fiesta,2017,11128,Manual,25595,Petrol,145,47.9,1.6,gray
14699, Fiesta,2018,10799,Manual,30555,Diesel,145,58.9,1.5,green
14700, Kuga,2017,14799,Manual,17339,Diesel,145,64.2,1.5,red
14701, Mondeo,2015,10999,Manual,25627,Diesel,0,78.5,1.5,silver
14702, Fiesta,2016,8825,Manual,21297,Petrol,20,62.8,1.0,green
14703, Fiesta,2016,7175,Manual,40003,Petrol,20,62.8,1.0,yellow
14704, Fiesta,2016,6800,Manual,22421,Diesel,0,78.5,1.5,green
14705, Focus,2019,18498,Manual,5532,Petrol,145,48.7,1.0,green
14706, Focus,2015,6499,Manual,71500,Petrol,20,61.4,1.0,green
14707, Focus,2019,17999,Automatic,95,Petrol,145,48.7,1.0,green
14708, B-MAX,2017,8499,Manual,31120,Petrol,145,57.7,1.0,yellow
14709, KA,2017,7999,Manual,18800,Petrol,145,57.7,1.2,yellow
14710, KA,2018,9599,Manual,7916,Petrol,150,43.5,1.2,black
14711, EcoSport,2018,13999,Manual,16908,Petrol,150,54.3,1.0,black
14712, Fiesta,2017,10499,Manual,25000,Petrol,150,65.7,1.0,silver
14713, Puma,2020,22998,Manual,1000,Petrol,150,49.6,1.0,yellow
14714, Kuga,2017,12999,Manual,44000,Diesel,150,60.1,2.0,blue
14715, KA,2019,10998,Manual,2296,Petrol,145,43.5,1.2,blue
14716, Focus,2019,15999,Manual,15000,Petrol,145,60.1,1.0,orange
14717, Focus,2019,16799,Manual,4660,Petrol,145,60.1,1.0,white
14718, Fiesta,2015,6999,Manual,34772,Petrol,125,54.3,1.2,silver
14719, Fiesta,2017,10999,Manual,8146,Petrol,145,65.7,1.0,blue
14720, Focus,2019,15999,Manual,8340,Petrol,145,60.1,1.0,red
14721, Focus,2019,14999,Manual,6177,Petrol,145,58.9,1.0,red
14722, Focus,2019,16998,Manual,4152,Petrol,145,60.1,1.0,orange
14723, Focus,2019,14499,Manual,10050,Petrol,145,60.1,1.0,blue
14724, Focus,2019,14998,Manual,10464,Petrol,145,58.9,1.0,white
14725, Fiesta,2017,11999,Automatic,20007,Petrol,0,57.7,1.0,red
14726, Focus,2020,28998,Manual,2985,Petrol,145,34.5,2.3,white
14727, Kuga,2019,19998,Automatic,12030,Diesel,145,42.2,2.0,gray
14728, B-MAX,2016,8499,Manual,15001,Petrol,30,55.4,1.0,black
14729, Fiesta,2017,9999,Manual,18916,Petrol,145,65.7,1.0,white
14730, Fiesta,2017,10499,Manual,31803,Petrol,145,65.7,1.0,gray
14731, Fiesta,2016,7999,Manual,30900,Petrol,0,65.7,1.0,orange
14732, Kuga,2014,10999,Manual,42368,Diesel,200,47.9,2.0,red
14733, Fiesta,2019,13399,Manual,9829,Diesel,150,58.9,1.5,white
14734, Fiesta,2016,9699,Manual,17330,Petrol,0,65.7,1.0,blue
14735, Focus,2019,17499,Manual,5700,Diesel,145,50.4,1.5,blue
14736, Focus,2019,18200,Manual,804,Petrol,145,48.7,1.0,green
14737, Mondeo,2017,16499,Automatic,15100,Petrol,160,44.8,1.5,green
14738, Mondeo,2018,15999,Manual,4443,Petrol,145,48.7,1.5,red
14739, Fiesta,2016,10414,Manual,23998,Petrol,20,62.8,1.0,silver
14740, Focus,2017,12999,Automatic,17303,Petrol,125,51.4,1.0,red
14741, Kuga,2017,16749,Automatic,28493,Petrol,235,38.2,1.5,orange
14742, Focus,2018,18681,Manual,17515,Petrol,145,41.5,2.0,white
14743, Focus,2017,13249,Automatic,8727,Petrol,125,51.4,1.0,black
14744, Kuga,2010,15999,Manual,25490,Petrol,150,60.1,1.5,red
14745, EcoSport,2018,12999,Manual,15608,Petrol,150,54.3,1.0,silver
14746, Fiesta,2017,8999,Manual,29127,Petrol,150,65.7,1.0,gray
14747, Fiesta,2018,9999,Manual,12000,Petrol,150,64.2,1.1,orange
14748, Fiesta,2013,6999,Automatic,62000,Petrol,0,57.7,1.0,blue
14749, Fiesta,2014,5999,Manual,61686,Petrol,0,65.7,1.0,white
14750, Fiesta,2017,8499,Manual,12412,Petrol,145,65.7,1.0,blue
14751, EcoSport,2017,9999,Manual,13759,Petrol,145,52.3,1.0,blue
14752, B-MAX,2017,8999,Manual,25000,Petrol,30,55.4,1.0,white
14753, Fiesta,2017,10999,Manual,34844,Petrol,145,47.9,1.6,silver
14754, Focus,2015,9933,Automatic,16186,Petrol,165,44.8,1.6,blue
14755, Focus,2011,3999,Manual,127544,Petrol,150,47.9,1.6,silver
14756, Fiesta,2017,8444,Manual,42787,Petrol,150,65.7,1.0,white
14757, Focus,2017,11211,Manual,22766,Petrol,20,60.1,1.0,green
14758, Focus,2017,10483,Manual,25000,Diesel,150,74.3,1.5,red
14759, Kuga,2009,4352,Manual,128046,Diesel,240,44.1,2.0,yellow
14760, Focus,2017,10999,Automatic,45709,Petrol,150,46.3,1.5,orange
14761, Mondeo,2017,12222,Manual,38600,Diesel,30,64.2,2.0,orange
14762, KA,2011,3888,Manual,50425,Petrol,30,57.7,1.2,black
14763, Kuga,2019,19710,Manual,5691,Diesel,145,47.9,2.0,orange
14764, Focus,2019,17999,Manual,12014,Petrol,150,60.1,1.0,white
14765, B-MAX,2015,7299,Automatic,37216,Petrol,165,44.1,1.6,red
14766, Mondeo,2019,17999,Manual,17984,Diesel,150,62.8,2.0,orange
14767, Fiesta,2011,5999,Manual,18233,Petrol,200,42.8,1.2,silver
14768, Fiesta,2017,7999,Manual,28907,Petrol,125,54.3,1.2,blue
14769, Focus,2015,13583,Manual,21718,Diesel,20,67.3,2.0,green
14770, Kuga,2016,12918,Manual,45962,Petrol,160,45.6,1.5,green
14771, Focus,2018,11499,Manual,21023,Petrol,145,60.1,1.0,gray
14772, S-MAX,2017,17986,Manual,52835,Diesel,150,51.4,2.0,black
14773, Kuga,2017,17998,Manual,28177,Diesel,150,54.3,2.0,orange
14774, KA,2013,3999,Manual,32966,Petrol,30,57.7,1.2,white
14775, Kuga,2019,20499,Manual,2554,Diesel,150,47.9,2.0,orange
14776, EcoSport,2019,15999,Automatic,999,Petrol,145,45.6,1.0,white
14777, Kuga,2016,10299,Manual,57815,Diesel,125,60.1,2.0,white
14778, Mondeo,2017,14999,Automatic,26476,Diesel,125,57.7,2.0,blue
14779, Fiesta,2012,4699,Manual,39620,Petrol,125,50.4,1.2,red
14780, EcoSport,2019,16999,Manual,10678,Petrol,150,52.3,1.0,orange
14781, C-MAX,2016,9399,Manual,18485,Diesel,20,68.9,1.5,black
14782, S-MAX,2020,32999,Automatic,49,Diesel,145,43.5,2.0,black
14783, Fiesta,2019,14299,Manual,2698,Petrol,150,58.9,1.0,green
14784, EcoSport,2019,16499,Automatic,3205,Petrol,145,45.6,1.0,yellow
14785, Fiesta,2015,9299,Automatic,20966,Petrol,0,57.7,1.0,orange
14786, EcoSport,2020,17499,Manual,15,Petrol,150,53.3,1.0,gray
14787, Fiesta,2019,14299,Manual,4216,Petrol,150,58.9,1.0,white
14788, Fiesta,2019,14499,Manual,9033,Petrol,150,55.4,1.0,silver
14789, Focus,2019,20499,Manual,3572,Diesel,145,70.6,2.0,gray
14790, Kuga,2019,25499,Automatic,1274,Diesel,145,38.7,2.0,yellow
14791, Kuga,2019,19499,Manual,5556,Diesel,145,47.9,2.0,green
14792, Kuga,2017,12999,Manual,12843,Diesel,30,64.2,1.5,red
14793, Focus,2014,5299,Manual,78767,Petrol,150,47.9,1.6,black
14794, Focus,2017,9499,Manual,30825,Petrol,150,61.4,1.0,red
14795, Focus,2019,16498,Manual,5826,Petrol,145,60.1,1.0,red
14796, Puma,2020,20999,Manual,3952,Petrol,150,50.4,1.0,black
14797, Puma,2020,22999,Manual,1977,Petrol,150,49.6,1.0,black
14798, Focus,2019,17499,Manual,8140,Petrol,150,60.1,1.0,red
14799, Focus,2017,10999,Manual,42632,Diesel,150,74.3,1.5,yellow
14800, Kuga,2015,10999,Manual,56308,Diesel,150,54.3,2.0,red
14801, Grand C-MAX,2018,11999,Manual,21384,Petrol,145,54.3,1.0,blue
14802, Focus,2016,7999,Manual,51976,Petrol,20,61.4,1.0,red
14803, Focus,2019,15999,Manual,8706,Diesel,150,80.7,1.5,black
14804, Kuga,2017,13499,Manual,24234,Diesel,150,64.2,1.5,blue
14805, KA,2014,3999,Manual,61008,Petrol,30,57.7,1.2,white
14806, Focus,2010,3699,Manual,60466,Diesel,160,51.4,2.0,gray
14807, KA,2011,3299,Manual,61437,Petrol,30,57.7,1.2,yellow
14808, EcoSport,2015,7599,Manual,31141,Petrol,125,52.3,1.0,green
14809, Focus,2015,6395,Manual,89770,Diesel,20,67.3,1.6,gray
14810, EcoSport,2017,9495,Manual,29000,Diesel,150,44.8,1.5,gray
14811, Focus,2017,11299,Manual,23624,Diesel,0,74.3,1.5,orange
14812, Fiesta,2019,14999,Manual,9772,Petrol,145,58.9,1.0,blue
14813, EcoSport,2016,10499,Automatic,26759,Petrol,160,44.8,1.5,green
14814, Fiesta,2019,14499,Manual,9023,Petrol,145,60.1,1.0,yellow
14815, Focus,2018,11999,Manual,26898,Petrol,145,57.7,1.0,orange
14816, EcoSport,2017,9999,Manual,17453,Petrol,125,53.3,1.0,white
14817, Focus,2017,8999,Manual,33460,Petrol,20,60.1,1.0,yellow
14818, Fiesta,2017,9999,Automatic,19249,Petrol,145,47.9,1.6,green
14819, Fiesta,2019,15499,Manual,3765,Petrol,145,55.4,1.0,orange
14820, Kuga,2018,14999,Manual,14498,Diesel,145,54.3,1.5,orange
14821, Grand Tourneo Connect,2017,11499,Manual,27354,Diesel,125,61.4,1.5,black
14822, Fiesta,2018,14299,Manual,9804,Petrol,145,65.7,1.0,red
14823, Kuga,2019,21499,Automatic,10265,Diesel,145,42.2,2.0,green
14824, Grand C-MAX,2016,11699,Manual,24904,Diesel,125,56.5,2.0,silver
14825, Kuga,2019,24999,Automatic,4985,Diesel,145,42.2,2.0,gray
14826, C-MAX,2017,11499,Manual,18386,Petrol,30,55.4,1.0,white
14827, Fiesta,2016,9299,Manual,16218,Diesel,0,88.3,1.5,silver
14828, Galaxy,2019,25999,Automatic,11112,Diesel,145,53.3,2.0,gray
14829, Fiesta,2019,14499,Manual,4266,Petrol,145,58.9,1.0,red
14830, Kuga,2019,19999,Manual,4185,Diesel,145,47.9,2.0,orange
14831, Fiesta,2017,10499,Manual,13625,Petrol,0,65.7,1.0,orange
14832, Mondeo,2016,10000,Automatic,89206,Diesel,125,57.7,2.0,orange
14833, Focus,2012,4699,Manual,67226,Petrol,30,56.5,1.0,red
14834, Kuga,2013,9500,Manual,67311,Diesel,205,47.9,2.0,orange
14835, Focus,2019,15124,Manual,17354,Diesel,145,74.3,1.5,gray
14836, Kuga,2017,13999,Manual,46502,Diesel,145,54.3,2.0,green
14837, KA,2009,3250,Manual,43000,Petrol,30,55.4,1.2,green
14838, Fiesta,2018,12495,Manual,18894,Petrol,145,62.8,1.0,red
14839, Fiesta,2017,8995,Manual,13759,Petrol,145,54.3,1.2,yellow
14840, B-MAX,2015,6995,Manual,56005,Petrol,30,55.4,1.0,white
14841, B-MAX,2017,9895,Manual,10228,Petrol,30,57.7,1.0,silver
14842, Mondeo,2019,21699,Automatic,11804,Petrol,145,49.6,2.0,red
14843, Focus,2019,23999,Manual,5834,Diesel,145,50.4,2.0,white
14844, Fiesta,2016,10999,Manual,11264,Petrol,20,62.8,1.0,orange
14845, Focus,2019,17998,Manual,10222,Diesel,145,74.3,1.5,silver
14846, Focus,2019,18699,Automatic,4267,Petrol,145,51.4,1.0,silver
14847, EcoSport,2019,16499,Automatic,4340,Petrol,145,45.6,1.0,gray
14848, C-MAX,2017,9999,Manual,21973,Diesel,145,68.9,1.5,yellow
14849, EcoSport,2019,14999,Manual,13994,Petrol,145,53.3,1.0,black
14850, Fiesta,2015,10299,Manual,8161,Petrol,0,65.7,1.0,white
14851, Fiesta,2013,6500,Manual,43181,Petrol,0,65.7,1.0,gray
14852, Focus,2016,8500,Manual,37695,Diesel,0,74.3,1.5,white
14853, Fiesta,2013,5799,Manual,45787,Petrol,30,54.3,1.2,black
14854, Fiesta,2015,8299,Manual,45500,Diesel,0,78.5,1.5,blue
14855, Galaxy,2016,14499,Manual,32792,Diesel,125,56.5,2.0,orange
14856, C-MAX,2013,5699,Manual,51338,Diesel,30,61.4,1.6,green
14857, Focus,2015,10000,Manual,19498,Diesel,0,74.3,1.5,blue
14858, S-MAX,2015,8199,Manual,88570,Diesel,145,49.6,2.0,blue
14859, Galaxy,2014,8000,Automatic,55632,Diesel,160,47.1,2.0,white
14860, Fiesta,2014,8000,Manual,63958,Petrol,145,47.9,1.6,white
14861, Fiesta,2015,6495,Manual,41896,Petrol,125,54.3,1.2,yellow
14862, Grand Tourneo Connect,2015,10995,Manual,30760,Diesel,115,58.9,1.6,silver
14863, Kuga,2018,17995,Automatic,15393,Diesel,145,54.3,2.0,white
14864, Fiesta,2015,7995,Automatic,26220,Petrol,0,57.7,1.0,orange
14865, Focus,2017,8211,Manual,46282,Petrol,20,61.4,1.0,silver
14866, Fiesta,2015,8999,Manual,9467,Petrol,0,65.7,1.0,orange
14867, Kuga,2016,13487,Automatic,53930,Diesel,150,52.3,2.0,gray
14868, Kuga,2015,12434,Automatic,30970,Diesel,150,52.3,2.0,white
14869, Focus,2017,10587,Manual,50526,Diesel,0,74.3,1.5,silver
14870, Kuga,2017,14555,Automatic,11590,Petrol,150,38.2,1.5,green
14871, Fiesta,2014,5999,Manual,42012,Petrol,0,65.7,1.0,yellow
14872, Focus,2012,4499,Manual,72279,Petrol,145,47.9,1.6,blue
14873, Fiesta,2019,14598,Manual,10555,Petrol,145,55.4,1.0,red
14874, C-MAX,2019,14299,Manual,5759,Petrol,145,48.7,1.0,blue
14875, Fiesta,2019,15999,Automatic,8910,Petrol,145,48.7,1.0,orange
14876, C-MAX,2015,7799,Manual,45343,Diesel,30,61.4,1.6,white
14877, Focus,2015,13499,Manual,30555,Diesel,20,67.3,2.0,white
14878, Kuga,2014,9599,Manual,62350,Diesel,200,47.9,2.0,orange
14879, Grand C-MAX,2017,13299,Manual,31976,Diesel,30,61.4,2.0,white
14880, C-MAX,2018,9999,Manual,30375,Diesel,145,68.9,1.5,green
14881, Fiesta,2014,8399,Manual,65929,Petrol,145,47.9,1.6,black
14882, Fiesta,2015,8749,Manual,56109,Petrol,145,47.9,1.6,yellow
14883, Focus,2018,14199,Manual,13883,Petrol,145,58.9,1.0,silver
14884, Fiesta,2014,6561,Manual,39381,Petrol,0,65.7,1.0,gray
14885, Fiesta,2017,9078,Automatic,16813,Petrol,0,57.7,1.0,blue
14886, Fiesta,2012,4490,Manual,52762,Petrol,150,48.7,1.4,white
14887, S-MAX,2011,5990,Automatic,108343,Diesel,205,47.1,2.0,yellow
14888, Fiesta,2016,6490,Manual,64384,Diesel,0,78.5,1.5,red
14889, Fiesta,2017,12495,Automatic,8629,Petrol,145,54.3,1.0,red
14890, Fiesta,2017,10600,Manual,29358,Petrol,0,65.7,1.0,orange
14891, Kuga,2018,15299,Manual,2299,Diesel,145,54.3,1.5,white
14892, Focus,2019,15699,Manual,9004,Petrol,145,60.1,1.0,red
14893, Focus,2019,15999,Manual,4857,Petrol,145,60.1,1.0,yellow
14894, KA,2019,9699,Manual,9000,Petrol,145,43.5,1.2,green
14895, Kuga,2019,20499,Automatic,13211,Petrol,145,31.0,1.5,red
14896, EcoSport,2019,17999,Manual,2000,Petrol,145,51.4,1.0,silver
14897, EcoSport,2017,9599,Manual,23319,Diesel,30,64.2,1.5,red
14898, Fiesta,2017,8000,Manual,66210,Diesel,145,88.3,1.5,blue
14899, Mondeo,2016,9195,Manual,95150,Diesel,30,62.8,2.0,yellow
14900, Mondeo,2015,9795,Automatic,102940,Hybrid,0,67.3,2.0,red
14901, Mondeo,2016,9000,Manual,61190,Diesel,0,78.5,1.5,green
14902, Kuga,2016,12295,Automatic,74000,Diesel,145,52.3,2.0,red
14903, Fiesta,2015,6000,Manual,49450,Diesel,0,76.4,1.5,red
14904, Focus,2015,7000,Manual,76890,Diesel,0,74.3,1.5,silver
14905, Focus,2013,4500,Manual,97930,Petrol,145,47.9,1.6,orange
14906, EcoSport,2016,9600,Manual,16505,Petrol,125,53.3,1.0,red
14907, Focus,2014,14800,Manual,35712,Petrol,235,39.2,2.0,green
14908, Grand C-MAX,2018,12999,Automatic,18961,Diesel,145,58.9,1.5,gray
14909, Fiesta,2017,10999,Automatic,13660,Petrol,145,47.9,1.6,white
14910, Kuga,2017,16199,Manual,13182,Diesel,145,64.2,1.5,blue
14911, Kuga,2012,8150,Automatic,69382,Petrol,555,27.4,2.5,white
14912, Focus,2016,8999,Manual,18086,Petrol,20,60.1,1.0,green
14913, C-MAX,2016,11000,Manual,30409,Diesel,20,68.9,1.5,silver
14914, Focus,2019,16300,Manual,15825,Petrol,150,60.1,1.0,orange
14915, Fiesta,2016,7695,Manual,32290,Petrol,0,65.7,1.0,white
14916, Grand Tourneo Connect,2015,10499,Manual,54429,Diesel,125,58.9,1.6,silver
14917, Fiesta,2014,6000,Manual,31124,Petrol,30,54.3,1.2,yellow
14918, Fiesta,2017,10299,Manual,17852,Petrol,145,62.8,1.0,orange
14919, Focus,2016,6299,Manual,90378,Diesel,0,74.3,1.5,white
14920, Fiesta,2015,5500,Manual,67375,Diesel,0,78.5,1.5,gray
14921, Fiesta,2013,5299,Manual,64231,Petrol,0,65.7,1.0,yellow
14922, EcoSport,2016,8700,Manual,42026,Petrol,125,53.3,1.0,blue
14923, EcoSport,2018,15500,Manual,14766,Diesel,150,64.2,1.5,orange
14924, Kuga,2017,15400,Manual,29004,Diesel,150,54.3,2.0,blue
14925, C-MAX,2017,10500,Manual,15627,Petrol,165,44.1,1.6,yellow
14926, Focus,2017,11768,Manual,15375,Petrol,145,57.7,1.0,gray
14927, Focus,2017,11799,Manual,28333,Petrol,145,60.1,1.0,black
14928, Focus,2017,16499,Manual,32253,Diesel,145,67.3,2.0,black
14929, Kuga,2016,14199,Manual,51244,Diesel,125,60.1,2.0,blue
14930, Fiesta,2015,7999,Manual,15107,Petrol,0,65.7,1.0,blue
14931, Focus,2018,13000,Manual,10834,Petrol,145,57.7,1.0,green
14932, Grand C-MAX,2017,12000,Manual,28346,Diesel,145,64.2,1.5,green
14933, KA,2014,5500,Manual,25766,Petrol,30,57.7,1.2,white
14934, Fiesta,2013,7500,Manual,29845,Petrol,0,65.7,1.0,red
14935, Kuga,2017,16000,Manual,29725,Diesel,125,60.1,2.0,silver
14936, Fiesta,2016,8200,Manual,20387,Petrol,0,65.7,1.0,green
14937, Fiesta,2015,7500,Manual,31994,Diesel,0,76.4,1.5,white
14938, Fiesta,2017,11300,Manual,13550,Petrol,145,65.7,1.0,green
14939, Fiesta,2019,12798,Manual,8000,Diesel,150,88.3,1.5,white
14940, EcoSport,2019,16998,Automatic,1088,Petrol,145,45.6,1.0,gray
14941, EcoSport,2019,18999,Automatic,20,Petrol,150,45.6,1.0,gray
14942, Kuga,2018,15299,Manual,21851,Diesel,150,64.2,1.5,gray
14943, Fiesta,2017,8999,Manual,12052,Petrol,150,54.3,1.2,yellow
14944, Fiesta,2015,5999,Manual,41886,Petrol,30,54.3,1.2,black
14945, Puma,2020,20999,Manual,2000,Petrol,150,51.4,1.0,white
14946, Fiesta,2019,13998,Automatic,5674,Petrol,150,48.7,1.0,white
14947, Kuga,2017,16999,Manual,24242,Diesel,150,54.3,2.0,blue
14948, Fiesta,2014,6299,Manual,28543,Petrol,30,54.3,1.2,red
14949, Fiesta,2018,10200,Manual,30737,Petrol,145,65.7,1.0,blue
14950, Fiesta,2019,13200,Manual,18331,Petrol,145,60.1,1.0,black
14951, Fiesta,2013,7200,Manual,39315,Diesel,0,78.5,1.6,red
14952, Fiesta,2016,8800,Manual,30612,Petrol,0,65.7,1.0,green
14953, Kuga,2019,16600,Manual,21480,Diesel,145,38.2,2.0,white
14954, Galaxy,2019,21000,Manual,9193,Diesel,145,55.4,2.0,gray
14955, Focus,2013,6999,Manual,29624,Diesel,20,67.3,1.6,silver
14956, B-MAX,2016,9499,Automatic,12499,Petrol,165,44.1,1.6,yellow
14957, Kuga,2017,15299,Manual,14710,Diesel,145,60.1,2.0,black
14958, Fiesta,2018,9700,Manual,30284,Petrol,145,64.2,1.1,red
14959, Tourneo Connect,2016,12500,Manual,26545,Diesel,30,64.2,1.5,blue
14960, KA,2013,5300,Manual,17427,Petrol,30,57.7,1.2,white
14961, Fiesta,2017,11300,Manual,14577,Petrol,145,65.7,1.0,blue
14962, Mondeo,2017,12000,Manual,45032,Diesel,0,78.5,1.5,silver
14963, Kuga,2017,16500,Manual,27415,Diesel,125,60.1,2.0,orange
14964, Fiesta,2019,12000,Manual,14620,Petrol,145,60.1,1.0,green
14965, Fiesta,2018,10100,Manual,38902,Petrol,145,56.5,1.0,white
14966, Fiesta,2018,10800,Manual,29783,Petrol,145,56.5,1.0,white
14967, EcoSport,2017,10500,Manual,11518,Petrol,145,52.3,1.0,red
14968, Focus,2015,9400,Manual,48153,Diesel,0,74.3,1.5,white
14969, Focus,2015,9500,Manual,33496,Diesel,0,74.3,1.5,blue
14970, C-MAX,2016,9999,Manual,26088,Diesel,20,68.9,1.5,white
14971, KA,2017,7699,Manual,16001,Petrol,145,57.7,1.2,orange
14972, Fiesta,2016,8299,Manual,16060,Diesel,0,78.5,1.5,blue
14973, Focus,2013,6499,Manual,41048,Petrol,20,58.9,1.0,blue
14974, EcoSport,2017,9299,Manual,18518,Petrol,160,44.8,1.5,green
14975, EcoSport,2019,16998,Manual,2121,Petrol,145,51.4,1.0,blue
14976, Fiesta,2018,12799,Manual,21718,Petrol,145,62.8,1.0,silver
14977, Fiesta,2012,6499,Manual,25797,Petrol,145,48.7,1.6,orange
14978, Focus,2019,16998,Manual,5568,Petrol,145,60.1,1.0,orange
14979, Focus,2019,14998,Manual,6564,Petrol,145,58.9,1.0,red
14980, Fiesta,2019,13998,Manual,7126,Petrol,145,62.8,1.0,white
14981, Kuga,2019,19698,Manual,3520,Petrol,145,39.2,1.5,green
14982, Fiesta,2019,12498,Manual,12831,Petrol,145,65.7,1.0,white
14983, Focus,2014,7299,Manual,45310,Petrol,20,60.1,1.0,silver
14984, Fiesta,2016,7499,Manual,4189,Petrol,125,54.3,1.2,yellow
14985, Focus,2018,10999,Manual,20254,Petrol,145,60.1,1.0,green
14986, Fiesta,2018,14999,Automatic,23624,Petrol,145,54.3,1.0,white
14987, Fiesta,2017,9699,Manual,9936,Petrol,145,65.7,1.0,red
14988, Mondeo,2017,13499,Manual,27064,Petrol,145,48.7,1.5,silver
14989, Puma,2020,21999,Manual,2500,Petrol,150,50.4,1.0,yellow
14990, Focus,2017,9299,Manual,39904,Petrol,20,61.4,1.0,green
14991, EcoSport,2019,17299,Automatic,861,Petrol,145,45.6,1.0,white
14992, Kuga,2019,20799,Automatic,9333,Diesel,145,47.9,2.0,blue
14993, Fiesta,2019,14999,Manual,1519,Petrol,150,48.7,1.0,gray
14994, C-MAX,2016,11299,Automatic,10360,Diesel,20,64.2,1.5,blue
14995, Fiesta,2015,8999,Manual,9181,Petrol,0,65.7,1.0,red
14996, Grand C-MAX,2013,6799,Manual,58873,Diesel,125,60.1,1.6,silver
14997, Focus,2015,8499,Manual,46301,Diesel,0,74.3,1.5,blue
14998, Fiesta,2019,12999,Manual,9921,Petrol,145,58.9,1.0,silver
14999, Fiesta,2019,14799,Manual,442,Petrol,150,56.5,1.0,gray
15000, Kuga,2018,20999,Automatic,11386,Diesel,150,54.3,2.0,green
15001, EcoSport,2019,13799,Manual,7463,Petrol,145,53.3,1.0,orange
15002, Focus,2018,12399,Manual,18227,Diesel,145,80.7,1.5,red
15003, KA,2019,10999,Manual,2889,Petrol,145,43.5,1.2,blue
15004, Edge,2017,18999,Manual,22017,Diesel,160,48.7,2.0,red
15005, Fiesta,2017,7999,Manual,26213,Diesel,0,78.5,1.5,orange
15006, EcoSport,2018,11699,Manual,18678,Petrol,145,54.3,1.0,red
15007, Kuga,2019,21999,Automatic,7550,Petrol,145,29.1,1.5,white
15008, EcoSport,2018,13799,Automatic,1715,Petrol,145,45.6,1.0,silver
15009, Focus,2019,15999,Manual,5153,Petrol,145,60.1,1.0,gray
15010, Fiesta,2019,11999,Manual,3409,Petrol,145,55.4,1.1,green
15011, Fiesta,2019,15699,Manual,6195,Petrol,145,60.1,1.0,orange
15012, Kuga,2016,11899,Automatic,48792,Diesel,145,52.3,2.0,white
15013, KA,2019,10499,Manual,308,Petrol,145,47.9,1.2,green
15014, EcoSport,2019,16399,Automatic,935,Petrol,145,45.6,1.0,orange
15015, Fiesta,2017,8199,Manual,30510,Petrol,150,54.3,1.2,green
15016, EcoSport,2019,17799,Manual,1524,Petrol,150,51.4,1.0,gray
15017, Kuga,2018,19999,Automatic,14089,Petrol,145,38.2,1.5,gray
15018, Kuga,2019,21799,Automatic,6083,Diesel,150,37.2,2.0,green
15019, Grand Tourneo Connect,2017,11000,Manual,35654,Diesel,125,61.4,1.5,green
15020, B-MAX,2017,8400,Automatic,19678,Petrol,160,44.1,1.6,black
15021, Tourneo Custom,2017,22000,Manual,32315,Diesel,145,44.1,2.0,green
15022, Fiesta,2017,8300,Manual,23255,Petrol,0,65.7,1.0,black
15023, Focus,2017,11250,Manual,6746,Petrol,20,60.1,1.0,white
15024, EcoSport,2016,7999,Manual,12410,Petrol,125,52.3,1.0,green
15025, Fiesta,2018,13100,Manual,11581,Petrol,145,55.4,1.0,blue
15026, Kuga,2016,12000,Manual,21569,Diesel,125,60.1,2.0,yellow
15027, C-MAX,2017,10650,Manual,20000,Diesel,20,68.9,1.5,gray
15028, Fiesta,2017,9700,Manual,12955,Petrol,0,65.7,1.0,gray
15029, Fiesta,2014,7400,Manual,15589,Petrol,30,54.3,1.2,gray
15030, Focus,2017,10400,Manual,25400,Diesel,0,74.3,1.5,silver
