year,price,mileage,tax,mpg,engineSize,model,fuelType,transmission
2018,14250,13535,145,57.7,1.0,6,4,1
2016,7300,62206,0,65.7,1.0,5,4,1
2017,11000,18494,145,64.2,1.5,2,0,1
2018,10000,18522,145,64.2,1.1,5,4,1
2016,10000,19930,0,65.7,1.0,5,4,1
2017,11250,20309,145,60.1,1.0,6,4,1
2018,14250,25860,145,48.7,1.0,2,4,2
2018,14500,13580,145,54.3,1.0,2,4,1
2019,18500,4417,145,60.1,1.0,6,4,1
2019,17500,4455,145,58.9,1.5,2,0,1
2018,14600,7119,145,80.7,1.5,6,0,1
2016,9500,23288,0,74.4,1.5,0,0,1
2019,20400,1996,145,47.9,2.0,13,0,1
2019,16500,5085,145,61.4,1.5,6,0,1
2019,17500,18256,145,38.2,2.0,13,0,1
2017,19200,40206,125,56.5,2.0,8,0,1
2018,10600,32868,145,65.7,1.0,5,4,1
2016,9500,14909,145,47.1,1.4,0,4,1
2016,9400,13488,0,74.3,1.5,0,0,1
2018,11186,31701,145,65.7,1.0,5,4,1
2019,19500,15,145,65.7,2.0,14,0,1
2019,19500,23,145,65.7,2.0,14,0,1
2017,9750,39028,30,64.2,1.5,2,0,1
2015,9000,23326,0,65.7,1.0,5,4,1
2016,9500,28530,20,62.8,1.0,5,4,1
2019,11250,17073,145,58.9,1.0,5,4,1
2019,14750,12648,145,58.9,1.0,6,4,1
2018,14500,7431,145,54.3,1.0,2,4,1
2018,11600,1630,150,60.1,1.0,6,4,1
2017,17700,23105,150,56.5,2.0,18,0,1
2018,13000,15405,150,65.7,1.0,5,4,1
2019,17000,11116,145,58.9,1.0,6,4,1
2019,21000,8897,150,29.1,1.5,13,4,0
2014,9600,40608,150,53.3,2.0,13,0,1
2017,15750,21878,145,54.3,2.0,13,0,1
2017,19750,35000,150,47.9,2.0,3,0,2
2014,7290,59989,145,47.9,1.6,5,4,1
2019,17500,3341,145,60.1,1.0,5,4,1
2019,17000,7262,145,54.3,1.5,6,0,0
2016,9750,39236,20,60.1,1.0,6,4,1
2015,8800,28324,0,65.7,1.0,5,4,1
2015,9000,47354,160,44.8,1.6,6,4,2
2017,11000,14661,160,44.1,1.6,1,4,1
2017,10000,38386,0,78.5,1.5,5,0,1
2017,10500,17903,125,53.3,1.0,2,4,1
2018,8500,3548,145,57.7,1.2,12,4,1
2018,10500,8234,145,64.2,1.1,5,4,1
2014,7200,37073,30,54.3,1.2,5,4,1
2014,6800,43612,30,54.3,1.2,5,4,1
2017,9500,13667,150,54.3,1.2,5,4,1
2018,16000,12690,150,54.3,1.5,13,0,1
2013,6400,29708,0,65.7,1.0,5,4,1
2017,18499,19860,145,41.5,2.0,6,4,1
2019,29499,8998,145,51.4,2.0,18,0,2
2015,7299,50405,0,65.7,1.0,5,4,1
2016,5999,27703,30,57.7,1.2,11,4,1
2018,11299,22760,145,65.7,1.0,5,4,1
2017,8999,49200,125,52.3,1.0,2,4,1
2015,7499,33034,0,65.7,1.0,5,4,1
2020,16299,1500,145,53.3,1.0,2,4,1
2020,18999,1900,145,60.1,1.0,6,4,1
2018,12250,11350,145,58.9,1.0,5,4,1
2020,20000,15,145,65.7,2.0,14,0,1
2020,20000,16,145,65.7,2.0,14,0,1
2020,20000,7,145,65.7,2.0,14,0,1
2014,8750,25702,0,65.7,1.0,5,4,1
2019,19500,53,145,65.7,2.0,14,0,1
2019,19500,32,145,65.7,2.0,14,0,1
2017,9250,59578,145,62.8,1.0,5,4,1
2015,9000,56369,0,74.3,1.5,6,0,1
2019,20000,8714,145,54.3,1.5,13,0,1
2018,21000,1712,145,54.3,1.5,13,0,1
2018,16995,16250,145,60.1,1.0,6,4,1
2019,15295,7196,145,58.9,1.0,6,4,1
2016,9995,5804,0,65.7,1.0,5,4,1
2019,23495,9000,145,34.5,2.3,6,4,1
2018,13695,15930,145,57.7,1.0,6,4,1
2017,11295,15612,145,60.1,1.0,6,4,1
2018,14695,10996,145,54.3,1.0,2,4,1
2018,14295,17310,145,54.3,1.0,2,4,1
2016,10295,17659,0,65.7,1.0,5,4,1
2017,9695,35483,20,60.1,1.0,6,4,1
2017,10995,14789,30,64.2,1.5,9,0,1
2016,9895,29985,160,44.8,1.5,2,4,2
2017,10995,27328,125,51.4,1.0,6,4,2
2015,10495,20682,145,54.3,1.6,18,0,1
2018,8995,6314,145,47.9,1.2,12,4,1
2017,9000,21167,150,64.2,1.1,5,4,1
2017,8500,8995,150,57.7,1.2,12,4,1
2017,11250,8832,160,44.1,1.6,1,4,1
2018,12500,4507,145,65.7,1.0,5,4,1
2020,21000,52,145,62.8,2.0,14,0,1
2018,12895,20830,145,57.7,1.0,6,4,1
2018,18495,16437,145,41.5,2.0,6,4,1
2016,7695,27136,125,54.3,1.2,5,4,1
2018,14995,8201,150,58.9,1.0,6,4,1
2018,15795,17219,150,60.1,2.0,13,0,1
2016,10495,34610,145,47.9,1.6,5,4,1
2016,14995,40136,145,54.3,2.0,13,0,1
2019,15795,8288,145,58.9,1.0,6,4,1
2018,14295,13880,145,55.4,1.0,5,4,1
2019,19499,9000,145,74.3,1.5,6,0,1
2018,10799,10800,145,65.7,1.0,5,4,1
2018,14499,6300,145,55.4,1.0,5,4,1
2019,15499,3300,145,48.7,1.0,5,4,0
2019,15699,6000,145,58.9,1.0,5,4,1
2018,13999,13700,145,58.9,1.0,5,4,1
2018,15250,16300,145,54.3,1.0,5,4,0
2018,15499,11000,145,60.1,1.0,6,4,1
2018,12499,2650,145,61.4,1.0,5,4,1
2017,10995,9520,20,64.2,1.5,1,0,2
2018,15695,11326,145,58.9,1.0,6,4,1
2017,12995,36708,145,64.2,2.0,14,0,1
2018,12495,17672,145,65.7,1.0,5,4,1
2018,14795,7006,145,55.4,1.0,5,4,1
2018,11295,9708,145,65.7,1.0,5,4,1
2017,9995,30091,145,74.3,1.5,6,0,1
2017,10495,29620,145,74.3,1.5,6,0,1
2019,23995,10550,145,56.5,2.0,18,0,1
2019,17995,3250,145,60.1,1.0,6,4,1
2017,10295,25061,145,65.7,1.0,5,4,1
2018,26995,8633,145,47.9,2.0,3,0,0
2018,11495,19583,145,65.7,1.0,5,4,1
2017,7995,17697,30,57.7,1.2,12,4,1
2017,11495,26059,30,55.4,1.0,1,4,1
2018,14495,5100,145,54.3,1.0,2,4,1
2017,8995,11345,145,65.7,1.0,5,4,1
2018,10795,13535,145,65.7,1.0,5,4,1
2018,11295,13435,145,60.1,1.0,6,4,1
2018,14495,18406,145,80.7,1.5,6,0,1
2017,15995,11905,160,44.8,1.5,14,4,0
2018,10295,33946,145,60.1,1.0,6,4,1
2019,21600,2492,145,29.4,1.5,13,4,0
2018,19500,19562,150,54.3,2.0,13,0,1
2013,5991,52117,30,56.5,1.0,6,4,1
2017,8292,65480,125,52.3,1.0,2,4,1
2014,6990,35000,0,65.7,1.0,5,4,1
2013,6295,46797,0,85.6,1.6,5,0,1
2016,7995,51217,0,74.3,1.5,6,0,1
2019,15625,6797,150,45.6,1.0,2,4,2
2019,17500,7775,150,40.3,1.5,5,4,1
2019,16500,3052,150,51.4,1.0,2,4,1
2017,10000,24951,150,74.3,1.5,6,0,1
2016,7000,42300,0,65.7,1.0,5,4,1
2019,13900,11805,150,55.4,1.0,5,4,1
2018,9600,22167,150,65.7,1.0,5,4,1
2018,20000,22327,150,54.3,2.0,13,0,2
2018,11500,11000,150,65.7,1.0,5,4,1
2019,12000,12201,150,56.5,1.0,5,4,1
2019,31995,8772,145,37.2,2.0,3,0,0
2019,10295,16457,145,55.4,1.1,5,4,1
2019,25995,9897,145,30.1,2.0,21,0,1
2013,7795,30641,0,65.7,1.0,5,4,1
2018,14495,6221,145,54.3,1.0,2,4,1
2019,13495,5338,145,58.9,1.0,5,4,1
2019,14995,9139,145,58.9,1.0,5,4,1
2015,9495,22439,20,60.1,1.0,6,4,1
2017,12495,11319,145,55.4,1.0,1,4,1
2018,16495,30004,145,60.1,2.0,13,0,1
2017,12995,12499,145,64.2,1.1,5,4,1
2016,9495,19511,125,53.3,1.0,2,4,1
2017,7995,55946,30,64.2,1.5,2,0,1
2017,15800,38571,150,67.3,2.0,6,0,1
2020,15500,2462,150,58.9,1.0,5,4,1
2017,15750,36980,150,41.5,2.0,6,4,1
2017,15800,37500,150,56.5,2.0,18,0,1
2015,10000,42602,125,60.1,2.0,13,0,1
2015,6498,30774,30,54.3,1.2,5,4,1
2013,5998,41035,20,58.9,1.0,6,4,1
2014,9000,10225,125,53.3,1.0,2,4,1
2017,12000,13756,145,51.4,1.0,6,4,2
2017,20000,36000,145,44.8,2.0,21,0,1
2014,6799,33000,20,70.6,1.6,0,0,1
2017,8995,8761,150,54.3,1.2,5,4,1
2017,10565,6008,20,68.9,1.5,1,0,1
2017,10300,27871,145,74.3,1.5,6,0,1
2016,8900,13928,0,65.7,1.0,5,4,1
2017,12250,46929,30,64.2,1.5,13,0,1
2016,12800,24470,150,54.3,2.0,13,0,1
2015,7200,31691,0,65.7,1.0,5,4,1
2016,6500,41193,125,54.3,1.2,5,4,1
2017,10995,24006,0,74.3,1.5,6,0,1
2019,23995,3268,145,39.2,1.5,13,4,1
2018,11495,14850,145,65.7,1.0,5,4,1
2019,16995,1958,145,55.4,1.0,5,4,1
2017,8595,17072,145,65.7,1.0,5,4,1
2016,8900,44876,0,74.3,1.5,6,0,1
2018,11750,19371,150,60.1,1.0,6,4,1
2019,14900,10971,150,55.4,1.0,5,4,1
2017,18250,39536,125,56.5,2.0,8,0,1
2019,14500,10603,150,55.4,1.0,5,4,1
2019,17600,2014,145,45.6,1.0,2,4,2
2017,9000,23804,145,65.7,1.0,5,4,1
2016,9995,28021,0,65.7,1.0,5,4,1
2018,10795,18086,145,65.7,1.0,5,4,1
2017,11995,5111,30,55.4,1.0,1,4,1
2018,11495,10738,145,61.4,1.0,6,4,1
2018,14500,18771,150,74.3,1.5,6,0,1
2017,10995,22511,145,60.1,1.0,6,4,1
2015,8295,59451,0,74.3,1.5,6,0,1
2018,11495,10806,145,65.7,1.0,5,4,1
2017,11495,38517,145,74.3,1.5,6,0,1
2017,16795,20385,145,67.3,2.0,6,0,1
2017,13900,39237,125,60.1,2.0,13,0,1
2019,26000,3350,145,42.2,2.0,13,0,2
2016,10900,33467,145,46.3,1.5,6,4,0
2018,11995,15984,145,60.1,1.0,6,4,1
2014,8495,25177,0,65.7,1.0,5,4,1
2015,7995,23050,0,65.7,1.0,5,4,1
2018,13295,7359,145,57.7,1.0,6,4,1
2018,17995,21443,145,41.5,2.0,6,4,1
2016,10295,29992,30,55.4,1.0,1,4,1
2017,11750,12200,20,60.1,1.0,6,4,1
2015,7984,13996,125,54.3,1.2,5,4,1
2016,9994,1599,20,62.8,1.0,5,4,1
2015,8997,26150,0,65.7,1.0,5,4,1
2013,6495,58110,20,67.3,1.6,6,0,1
2019,22000,578,145,50.4,1.0,16,4,1
2018,13900,16071,145,57.7,1.0,6,4,1
2017,10500,21002,0,65.7,1.0,5,4,1
2018,12500,12900,145,61.4,1.0,6,4,1
2019,19000,15,145,65.7,2.0,14,0,1
2018,15500,17210,145,60.1,1.0,6,4,1
2018,12200,12202,145,65.7,1.0,5,4,1
2019,15000,9868,145,53.3,1.0,2,4,1
2015,8000,26323,0,65.7,1.0,5,4,1
2017,9500,10109,150,64.2,1.1,5,4,1
2020,32000,10,140,201.8,2.5,13,2,0
2019,12700,8572,145,58.9,1.5,5,0,1
2017,7100,18681,30,57.7,1.2,12,4,1
2018,11000,20816,145,88.3,1.5,5,0,1
2016,9300,14282,30,64.2,1.5,2,0,1
2016,8440,53530,0,74.3,1.5,6,0,1
2019,16107,2750,150,51.4,1.0,6,4,0
2018,11200,18600,145,56.5,1.0,5,4,1
2016,9640,24920,0,74.3,1.5,6,0,1
2018,10390,34240,145,56.5,1.0,5,4,1
2015,8295,12647,0,65.7,1.0,5,4,1
2017,10995,27889,20,60.1,1.0,6,4,1
2013,11990,47729,235,39.2,2.0,6,4,1
2016,11995,21026,30,64.2,1.5,20,0,1
2016,11995,21026,30,64.2,1.5,20,0,1
2018,10900,17637,145,64.2,1.1,5,4,1
2019,16800,12750,145,74.3,1.5,6,0,1
2019,14500,10790,145,58.9,1.0,5,4,1
2019,16700,14310,145,60.1,1.0,6,4,1
2018,11500,32023,145,65.7,1.0,5,4,1
2020,22000,50,145,48.7,1.0,6,4,1
2020,17500,20,145,58.9,1.0,5,4,1
2018,10700,7579,145,64.2,1.1,5,4,1
2018,18700,16952,145,67.3,2.0,6,0,1
2018,11900,26873,145,65.7,1.0,5,4,1
2017,11000,24220,145,60.1,1.0,6,4,1
2016,8262,31003,0,65.7,1.0,5,4,1
2018,10600,21300,145,56.5,1.0,5,4,1
2019,15240,13206,150,80.7,1.5,6,0,1
2018,13610,10490,150,58.9,1.0,6,4,1
2016,12260,45670,125,56.6,1.5,10,0,0
2017,9550,73614,150,65.7,2.0,14,0,1
2018,10600,27401,150,56.5,1.0,5,4,1
2014,6500,32930,30,54.3,1.2,5,4,1
2014,7038,57960,125,57.7,2.0,6,0,1
2017,11000,13305,150,57.7,1.0,5,4,2
2014,9200,13462,0,65.7,1.0,5,4,1
2019,20000,6329,150,35.3,1.5,13,4,1
2018,12000,15011,150,58.9,1.0,5,4,1
2019,15000,5323,150,58.9,1.0,5,4,1
2019,15250,15695,150,48.7,1.0,5,4,2
2014,6500,45073,20,58.9,1.0,6,4,1
2019,20000,470,145,51.4,1.0,16,4,1
2019,20000,1085,145,51.4,1.0,16,4,1
2015,7250,36620,0,65.7,1.0,5,4,1
2014,6926,40360,20,58.9,1.0,6,4,1
2016,10657,4930,20,64.2,1.5,1,0,0
2017,14980,14590,145,60.1,2.0,13,0,1
2015,8109,23980,0,65.7,1.0,5,4,1
2018,9990,40220,145,56.5,1.0,5,4,1
2016,10600,22430,20,60.1,1.0,6,4,1
2015,7100,22980,0,65.7,1.0,5,4,1
2017,10990,17980,145,74.3,1.5,6,0,1
2014,6722,64430,0,65.7,1.0,5,4,1
2019,19500,1059,145,49.6,1.0,6,4,1
2017,10680,22040,145,74.3,1.5,6,0,1
2018,11500,10980,145,56.5,1.0,5,4,1
2018,13595,6380,145,60.1,1.0,6,4,1
2018,10600,27380,145,56.5,1.0,5,4,1
2017,9700,23830,145,65.7,1.0,5,4,1
2016,9600,8690,160,44.1,1.6,0,4,2
2014,4340,40770,30,57.7,1.2,11,4,1
2017,9660,21430,0,65.7,1.0,5,4,1
2017,8800,11360,0,65.7,1.0,5,4,1
2018,10160,9440,145,65.7,1.0,5,4,1
2016,6590,57090,20,70.6,1.6,0,0,1
2014,6200,37960,30,54.3,1.2,5,4,1
2016,8620,42610,0,74.3,1.5,6,0,1
2017,10400,21060,0,74.3,1.5,6,0,1
2016,8700,40580,0,74.3,1.5,6,0,1
2017,11110,24480,145,47.9,1.6,5,4,1
2017,9390,25710,20,62.8,1.0,5,4,1
2015,8130,30610,0,65.7,1.0,5,4,1
2015,6970,54790,0,88.3,1.5,5,0,1
2019,16497,8420,145,44.1,1.0,2,4,2
2015,6950,20060,125,54.3,1.2,5,4,1
2017,11440,5890,145,54.3,1.0,5,4,2
2016,8125,46480,20,61.4,1.0,6,4,1
2018,9700,20800,145,58.9,1.0,5,4,1
2018,9700,25460,145,58.9,1.0,5,4,1
2018,10360,22620,145,65.7,1.0,5,4,1
2018,9990,26610,145,58.9,1.0,5,4,1
2018,10100,26830,145,65.7,1.0,5,4,1
2013,6191,78290,20,67.3,1.6,6,0,1
2017,8290,26030,145,78.5,1.5,5,0,1
2017,11495,16700,145,60.1,1.0,6,4,1
2019,20995,12000,145,39.2,2.0,13,0,1
2017,7595,9714,30,57.7,1.2,12,4,1
2018,9695,15500,145,65.7,1.0,5,4,1
2019,20995,12000,145,39.2,2.0,13,0,1
2018,6950,27760,145,57.7,1.2,12,4,1
2017,11000,27980,145,74.3,1.5,6,0,1
2017,9750,22850,145,61.4,1.0,6,4,1
2016,7300,15700,125,54.3,1.2,5,4,1
2016,6630,58740,0,65.7,1.0,5,4,1
2019,19500,1428,145,54.3,1.5,13,0,1
2016,22000,40874,260,35.8,2.0,8,4,0
2018,12000,1786,145,50.4,1.0,5,4,2
2017,12750,14825,125,61.4,1.5,10,0,1
2019,11500,16302,145,55.4,1.5,5,0,1
2018,17500,12125,145,54.3,1.5,13,0,1
2016,10000,11969,30,64.2,1.5,9,0,1
2017,19250,32805,260,35.8,2.0,18,4,0
2017,10500,21967,20,60.1,1.0,6,4,1
2017,13500,8863,125,51.4,1.0,6,4,2
2016,7550,45000,0,78.5,1.5,5,0,1
2018,11500,13340,145,56.5,1.0,5,4,1
2018,10600,23050,145,56.5,1.0,5,4,1
2018,10600,20830,145,56.5,1.0,5,4,1
2018,11200,16960,145,56.5,1.0,5,4,1
2018,12550,28230,145,60.1,1.0,6,4,1
2018,10600,22200,145,56.5,1.0,5,4,1
2018,11500,11680,145,56.5,1.0,5,4,1
2018,11500,13480,145,56.5,1.0,5,4,1
2018,8995,6000,145,47.9,1.2,12,4,1
2017,8730,18041,145,54.3,1.2,5,4,1
2016,7490,16826,125,54.3,1.2,5,4,1
2018,13300,7871,145,57.7,1.0,6,4,1
2017,20495,30478,145,56.5,2.0,18,0,1
2015,10495,18230,20,67.3,1.5,6,0,2
2015,9995,14500,0,65.7,1.0,5,4,1
2016,8995,37000,0,74.3,1.5,6,0,1
2019,15995,4000,145,55.4,1.0,5,4,1
2017,13995,30000,150,60.1,2.0,13,0,1
2018,11100,19841,145,60.1,1.0,6,4,1
2016,22495,31250,240,44.1,2.0,21,0,1
2017,19995,24458,145,54.3,2.0,13,0,2
2015,7500,37946,20,68.9,1.5,1,0,1
2017,15999,11560,145,38.2,1.5,13,4,0
2013,5995,66936,30,62.8,1.6,1,0,1
2016,9280,12500,125,51.4,1.0,6,4,2
2018,13500,49835,150,54.3,2.0,13,0,2
2019,14995,15,150,58.9,1.0,5,4,1
2019,14995,19721,145,60.1,1.0,6,4,1
2018,10600,21090,145,56.5,1.0,5,4,1
2018,10695,10000,145,65.7,1.0,5,4,1
2014,7495,25750,20,60.1,1.0,6,4,1
2018,10995,9000,145,65.7,1.0,5,4,1
2016,8995,30000,0,65.7,1.0,5,4,1
2018,11295,15000,145,65.7,1.0,5,4,1
2019,18995,16250,145,35.3,1.5,13,4,1
2019,21495,13000,145,56.5,2.0,18,0,1
2019,19495,10500,145,38.2,2.0,13,0,1
2019,16495,3200,145,45.6,1.0,2,4,0
2019,18995,1800,145,60.1,1.0,6,4,1
2017,8995,32000,145,65.7,1.0,5,4,1
2017,8995,7501,0,78.5,1.5,5,0,1
2016,9690,9763,20,68.9,1.5,1,0,1
2017,8990,34000,125,52.3,1.0,2,4,1
2017,8990,5590,145,54.3,1.2,5,4,1
2013,5975,22230,30,54.3,1.2,5,4,1
2015,7150,44670,20,60.1,1.0,6,4,1
2018,11500,13870,145,56.5,1.0,5,4,1
2014,7930,25259,0,65.7,1.0,5,4,1
2017,19395,39000,160,48.7,2.0,3,0,2
2019,18695,12000,145,39.2,1.5,13,4,1
2017,9995,24750,145,65.7,1.0,5,4,1
2013,5195,60903,30,55.4,1.0,0,4,1
2019,14595,3902,145,58.9,1.0,5,4,1
2017,9495,6999,145,65.7,1.0,5,4,1
2018,14495,8750,145,54.3,1.0,2,4,1
2015,5495,41000,30,54.3,1.2,5,4,1
2017,7750,19705,125,54.3,1.2,5,4,1
2019,12995,3238,145,58.9,1.0,5,4,1
2019,19500,22,145,65.7,2.0,14,0,1
2019,19500,21,145,65.7,2.0,14,0,1
2018,12900,33399,145,54.3,1.0,5,4,2
2018,19900,4205,145,39.2,1.5,13,4,1
2018,14500,10012,145,54.3,1.0,2,4,1
2018,20500,7305,145,41.5,2.0,6,4,1
2016,17900,20096,200,41.5,2.0,6,4,1
2019,20700,11337,145,35.3,1.5,13,4,1
2017,12500,33820,145,74.3,1.5,6,0,1
2019,19500,1555,145,64.2,2.0,6,0,0
2018,10995,13659,150,65.7,1.0,5,4,1
2018,10895,16322,150,60.1,1.0,6,4,1
2018,14485,16326,150,54.3,1.0,2,4,1
2018,10795,27107,145,65.7,1.0,5,4,1
2019,17995,14569,145,60.1,1.0,6,4,1
2015,6895,42433,30,54.3,1.2,5,4,1
2017,10295,22608,0,78.5,1.5,5,0,1
2018,11495,17468,145,60.1,1.0,6,4,1
2018,13265,19550,145,57.7,1.0,6,4,1
2018,8695,7379,145,47.9,1.2,12,4,1
2016,9750,16804,0,65.7,1.0,5,4,1
2019,19595,14294,145,39.2,1.5,13,4,1
2013,6995,31472,30,57.7,1.0,0,4,1
2013,7200,11010,0,65.7,1.0,5,4,1
2016,9790,9420,0,65.7,1.0,5,4,1
2016,10790,15882,0,78.5,1.5,5,0,1
2016,8568,24490,20,62.8,1.0,5,4,1
2018,11500,12930,145,56.5,1.0,5,4,1
2018,11420,20673,145,58.9,1.5,5,0,1
2018,9627,25940,145,56.5,1.0,5,4,1
2015,10270,18653,0,74.3,1.5,6,0,1
2017,7400,24000,145,54.3,1.2,5,4,1
2016,8250,25300,0,65.7,1.0,5,4,1
2018,11995,11981,150,65.7,1.0,5,4,1
2018,22795,12815,150,48.7,2.0,3,0,2
2018,12295,17139,150,57.7,1.0,6,4,1
2015,7495,56329,0,74.3,1.5,6,0,1
2018,11795,8015,150,56.5,1.0,5,4,1
2017,8295,35119,0,65.7,1.0,5,4,1
2018,13995,13520,150,57.7,1.0,6,4,1
2017,8895,29984,20,61.4,1.0,6,4,1
2016,10795,11735,0,57.7,1.0,5,4,2
2017,9500,12154,0,65.7,1.0,5,4,1
2018,17000,8122,145,44.1,1.0,2,4,2
2017,17950,28280,145,43.5,1.5,18,4,1
2018,14500,9000,145,54.3,1.0,2,4,1
2018,16900,32155,145,60.1,2.0,13,0,1
2017,12000,28672,20,60.1,1.0,6,4,1
2017,13500,16856,145,51.4,1.0,6,4,2
2017,19500,9342,145,41.5,2.0,6,4,1
2019,16107,2750,145,51.4,1.0,6,4,0
2017,9263,37131,150,65.7,1.0,5,4,1
2019,15140,14581,150,80.7,1.5,6,0,1
2017,8700,45450,0,74.3,1.5,6,0,1
2016,9060,17193,0,78.5,1.5,5,0,1
2017,18990,20540,145,56.5,2.0,8,0,1
2016,8225,28850,0,65.7,1.0,5,4,1
2013,6600,41900,0,65.7,1.0,5,4,1
2015,7995,31563,0,65.7,1.0,5,4,1
2019,14995,6623,145,60.1,1.0,6,4,1
2019,21000,6008,145,35.3,1.5,13,4,1
2019,17900,2565,145,45.6,1.0,2,4,2
2017,10000,16097,145,65.7,1.0,5,4,1
2017,10650,18556,145,65.7,1.0,5,4,1
2017,9500,34740,0,65.7,1.0,5,4,1
2019,15995,10219,145,55.4,1.0,5,4,1
2019,16495,7045,145,60.1,1.0,6,4,1
2018,15500,4287,145,53.3,1.0,2,4,1
2017,14500,28377,145,44.8,1.5,14,4,0
2017,7500,45162,125,54.3,1.2,5,4,1
2019,17990,10318,145,60.1,1.0,6,4,1
2017,12500,4798,145,65.7,1.0,5,4,1
2017,7200,20190,30,57.7,1.2,12,4,1
2017,11817,12582,125,51.4,1.0,6,4,2
2018,13589,4446,145,62.8,1.0,5,4,1
2019,21500,5071,145,39.2,2.0,13,0,1
2017,11728,9340,0,74.3,1.5,6,0,1
2016,10328,25650,125,58.9,2.0,1,0,2
2019,38000,1780,145,22.1,5.0,15,4,2
2018,16000,8483,145,60.1,2.0,13,0,1
2019,17200,3608,150,60.1,1.0,6,4,1
2019,23551,3500,150,37.7,2.0,13,0,1
2017,9500,11708,30,57.7,1.0,0,4,1
2016,10500,16072,20,68.9,1.5,1,0,1
2020,24500,384,145,49.6,1.0,16,4,1
2017,14700,9185,145,60.1,2.0,13,0,1
2017,7500,14272,145,57.7,1.2,12,4,1
2017,17000,45386,160,48.7,2.0,3,0,1
2017,8600,42727,125,52.3,1.0,2,4,1
2019,15750,5155,145,80.7,1.5,6,0,1
2019,18500,1956,145,38.2,2.0,13,0,1
2019,12500,6288,145,58.9,1.5,5,0,1
2018,18800,5087,150,41.5,2.0,6,4,1
2019,10766,1458,150,55.4,1.1,5,4,1
2019,12550,3327,150,56.5,1.0,5,4,1
2019,15000,6090,150,60.1,1.0,5,4,1
2019,21200,10,150,50.4,1.0,16,4,1
2016,10900,4110,0,65.7,1.0,5,4,1
2019,17900,2565,145,45.6,1.0,2,4,2
2018,12500,9131,145,58.9,1.0,5,4,1
2018,13500,12929,145,51.4,1.5,6,4,1
2017,11900,21791,145,60.1,1.0,6,4,1
2016,9000,18903,0,65.7,1.0,5,4,1
2018,12900,14806,145,62.8,1.0,5,4,1
2019,19900,942,145,51.4,1.0,6,4,0
2018,11250,8500,145,65.7,1.0,5,4,1
2018,12450,17600,145,61.4,1.0,5,4,1
2018,7995,3569,145,57.7,1.2,12,4,1
2016,7511,21751,125,54.3,1.2,5,4,1
2015,9495,13886,20,67.3,1.6,6,0,1
2017,16958,24399,145,41.5,2.0,6,4,1
2019,16230,4924,145,60.1,1.0,6,4,1
2017,9916,10868,0,65.7,1.0,5,4,1
2019,14300,6240,145,55.4,1.0,5,4,1
2016,19900,33584,125,56.5,2.0,8,0,1
2019,18600,4343,145,34.4,1.5,13,4,1
2016,8000,45375,0,78.5,1.5,5,0,1
2018,15991,10924,145,39.2,1.5,13,4,1
2017,10291,22437,0,65.7,1.0,5,4,1
2016,8000,11521,125,54.3,1.2,5,4,1
2017,9491,32614,20,68.9,1.5,1,0,1
2017,13500,11286,30,54.3,1.0,9,4,1
2017,9900,33766,30,56.5,1.0,0,4,1
2019,18990,16496,145,51.4,1.5,6,4,1
2018,12900,7050,145,53.3,1.0,2,4,1
2017,8900,13029,0,65.7,1.0,5,4,1
2017,11000,14321,0,65.7,1.0,5,4,1
2018,9900,29626,145,65.7,1.0,5,4,1
2018,13900,12892,145,74.3,1.5,6,0,1
2017,9500,14628,145,65.7,1.0,5,4,1
2018,20900,12307,145,41.5,2.0,6,4,1
2019,17448,3260,145,51.4,1.0,2,4,1
2015,8600,16682,0,65.7,1.0,5,4,1
2017,10300,7635,0,65.7,1.0,5,4,1
2019,15500,8580,145,58.9,1.0,6,4,1
2019,18992,1300,145,38.2,2.0,13,0,1
2018,9775,14392,145,64.2,1.1,5,4,1
2017,10848,15000,145,65.7,1.0,5,4,1
2017,16250,20708,145,54.3,2.0,13,0,1
2018,10900,18180,145,65.7,1.0,5,4,1
2018,13700,16079,145,61.4,1.0,5,4,1
2018,10800,21287,145,65.7,1.0,5,4,1
2018,13500,5159,145,62.8,1.0,5,4,1
2017,12200,18868,125,52.3,1.0,2,4,1
2018,13500,11000,145,57.7,1.0,6,4,1
2018,13000,6000,145,54.3,1.0,5,4,2
2019,23700,5345,145,37.7,2.0,13,0,1
2019,20500,3000,145,40.3,1.5,5,4,1
2019,17900,6690,145,51.4,1.5,6,4,1
2019,17300,3332,145,60.1,1.0,6,4,1
2019,18800,5828,145,60.1,1.0,6,4,1
2018,18000,7276,145,58.9,1.5,13,0,2
2018,14700,4811,145,48.7,1.0,1,4,1
2017,11250,41147,30,64.2,1.5,13,0,1
2019,15200,6603,150,58.9,1.0,5,4,1
2018,12900,16165,145,57.7,1.0,6,4,1
2017,9000,33115,20,68.9,1.5,1,0,1
2016,17315,21013,160,43.5,1.5,8,4,1
2019,19000,3849,145,51.4,1.5,6,4,1
2017,10500,22742,20,68.9,1.5,1,0,1
2018,17000,12100,145,54.3,1.5,13,0,1
2019,23500,2444,145,29.1,1.5,13,4,0
2018,12800,10092,145,47.9,1.0,9,4,1
2017,10700,19313,20,68.9,1.5,1,0,1
2018,11500,7139,145,65.7,1.0,5,4,1
2018,10000,7071,145,60.1,1.0,5,4,1
2018,12000,8786,145,88.3,1.5,5,0,1
2018,12000,9662,145,88.3,1.5,5,0,1
